Customer ID,Feedback Date,Feedback Text,Feedback Channel,Customer Sentiment,Service Category,Region,Customer Segment,Response Time,Resolution Status,Assigned Topic,Customer Satisfaction Score,Feedback Category,Customer Interaction History,Bank Response Text,Areas Bank is Lacking
492,2023-11-11 09:27:59.297903,"I’m not happy with the loan approval process, very slow.",Mobile App,Mixed,Mortgage Services,North America,Young Professionals,7,Resolved,Service Issue,3,Usability,Provided feedback 2 months ago,Thank you for your feedback.,Loan Processing Delays
493,2024-03-29 09:27:59.297905,"Loan approval took forever, not coming back for another loan.",Survey,Negative,ATM Services,South America,Young Families,39,Unresolved,Service Issue,2,Usability,Called last year,Thank you for your feedback.,High Fees
494,2024-09-05 09:27:59.297907,I had to call support twice to resolve the same issue.,Phone Call,Mixed,Savings Accounts,Asia,Retirees,32,Resolved,Service Issue,2,Usability,First interaction,We are working on resolving your issue.,High Fees
495,2023-12-26 09:27:59.297908,"Service charges are too high for young professionals, need better options.",Phone Call,Positive,Investment Advice,North America,Retirees,42,Resolved,Service Issue,3,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,Loan Processing Delays
496,2024-06-30 09:27:59.297910,"I’m not happy with the loan approval process, very slow.",Social Media,Mixed,ATM Services,Europe,Young Professionals,31,Resolved,Service Issue,2,Customer Service,First interaction,We are working on resolving your issue.,Loan Processing Delays
497,2023-11-07 09:27:59.297912,"High fees on savings accounts, definitely not competitive.",Phone Call,Mixed,Investment Advice,Asia,Young Professionals,41,Resolved,Service Issue,4,Technical Issue,Called last year,We are working on resolving your issue.,High Fees
498,2024-08-31 09:27:59.297913,"Service charges are too high for young professionals, need better options.",Survey,Positive,Credit Cards,Australia,Young Families,13,Unresolved,Service Issue,5,Customer Service,First interaction,We are working on resolving your issue.,Technical Issues
499,2024-04-17 09:27:59.297915,"I’m not happy with the loan approval process, very slow.",Social Media,Positive,Loan Services,Asia,Students,38,Unresolved,Service Issue,1,Usability,First interaction,We are working on resolving your issue.,Loan Processing Delays
500,2023-11-23 09:27:59.297916,"The credit card features are excellent, love the rewards program.",Branch Visit,Mixed,ATM Services,Asia,Young Professionals,48,Unresolved,Service Issue,2,Usability,Called last year,Your issue has been resolved.,High Fees
501,2024-03-12 09:27:59.297918,"Very satisfied with customer service, helped resolve my issue quickly.",Survey,Positive,Investment Advice,South America,Young Families,30,Resolved,Service Issue,4,Customer Service,First interaction,We are working on resolving your issue.,Slow Customer Service
502,2023-11-08 09:27:59.297920,"The mobile app update improved performance, thank you!",Mobile App,Positive,Credit Cards,Australia,Small Business,23,Unresolved,Service Issue,4,Usability,Called last year,Thank you for your feedback.,Technical Issues
503,2024-04-07 09:27:59.297921,"I had a great experience getting my credit card, easy and fast process.",Social Media,Positive,Savings Accounts,North America,Young Professionals,25,Unresolved,Service Issue,1,Usability,Provided feedback 2 months ago,We are working on resolving your issue.,Slow Customer Service
504,2024-02-05 09:27:59.297923,"The mobile app update improved performance, thank you!",Mobile App,Negative,Credit Cards,Asia,Retirees,3,Unresolved,Service Issue,2,Technical Issue,Called last year,Thank you for your feedback.,Loan Processing Delays
505,2024-07-12 09:27:59.297924,"Mortgage rates are competitive, happy with the process.",Branch Visit,Mixed,Mobile Banking,Europe,Students,27,Resolved,Service Issue,3,Customer Service,Frequent user,Thank you for your feedback.,High Fees
506,2024-04-03 09:27:59.297926,I had to call support twice to resolve the same issue.,Email,Positive,Online Banking,Europe,Young Professionals,22,Resolved,Service Issue,4,Technical Issue,First interaction,We are working on resolving your issue.,ATM Failures
507,2024-08-14 09:27:59.297928,"The app has many technical issues, crashes frequently.",Phone Call,Negative,Mobile Banking,Europe,Young Families,36,Resolved,Service Issue,3,Technical Issue,Provided feedback 2 months ago,Thank you for your feedback.,Slow Customer Service
508,2024-03-10 09:27:59.297929,"The ATM was out of cash twice last week, very frustrating.",Phone Call,Positive,Credit Cards,North America,Small Business,23,Unresolved,Service Issue,1,Usability,First interaction,We are working on resolving your issue.,Slow Customer Service
509,2024-08-03 09:27:59.297931,"Great service at the branch, very helpful staff!",Survey,Negative,Savings Accounts,Australia,Small Business,25,Resolved,Service Issue,5,Customer Service,Called last year,Your issue has been resolved.,High Fees
510,2024-03-25 09:27:59.297932,"The app has many technical issues, crashes frequently.",Mobile App,Positive,Mobile Banking,South America,Students,4,Resolved,Service Issue,5,Usability,Frequent user,Your issue has been resolved.,ATM Failures
511,2024-07-13 09:27:59.297934,"The app logs me out constantly, very frustrating.",Survey,Mixed,Mortgage Services,South America,Young Professionals,46,Resolved,Service Issue,3,Technical Issue,First interaction,We are working on resolving your issue.,High Fees
512,2024-03-28 09:27:59.297935,Why are there so many hidden fees? Totally dissatisfied.,Survey,Negative,ATM Services,Australia,Young Families,2,Resolved,Service Issue,5,Technical Issue,Frequent user,We are working on resolving your issue.,Technical Issues
513,2023-12-12 09:27:59.297937,The mobile app is too slow and keeps crashing.,Phone Call,Positive,Fees & Charges,Asia,Retirees,3,Unresolved,Service Issue,3,Usability,Called last year,We apologize for the inconvenience.,High Fees
514,2023-09-29 09:27:59.297939,"Very satisfied with customer service, helped resolve my issue quickly.",Phone Call,Positive,Loan Services,Europe,Students,12,Unresolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,We apologize for the inconvenience.,Slow Customer Service
515,2023-10-03 09:27:59.297940,"App functionality needs improvement, crashes during transfers.",Branch Visit,Mixed,Loan Services,Europe,Young Professionals,36,Unresolved,Service Issue,2,Technical Issue,First interaction,Your issue has been resolved.,Loan Processing Delays
516,2024-07-16 09:27:59.297942,"Very satisfied with customer service, helped resolve my issue quickly.",Branch Visit,Negative,ATM Services,Europe,Young Families,35,Resolved,Service Issue,3,Usability,Frequent user,Your issue has been resolved.,Slow Customer Service
517,2023-10-21 09:27:59.297944,"I waited 30 minutes to speak to someone, and they weren't helpful.",Social Media,Negative,ATM Services,Europe,Students,21,Unresolved,Service Issue,4,Customer Service,Provided feedback 2 months ago,Your issue has been resolved.,Slow Customer Service
518,2024-02-10 09:27:59.297945,"I’m not happy with the loan approval process, very slow.",Email,Negative,Savings Accounts,Asia,Small Business,15,Resolved,Service Issue,3,Customer Service,Frequent user,Thank you for your feedback.,Technical Issues
519,2024-06-20 09:27:59.297947,The interest rates on savings accounts are too low.,Branch Visit,Positive,Online Banking,Asia,Retirees,10,Unresolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,Your issue has been resolved.,Slow Customer Service
520,2024-02-27 09:27:59.297948,Why are there so many hidden fees? Totally dissatisfied.,Phone Call,Positive,Loan Services,Europe,Small Business,17,Unresolved,Service Issue,4,Usability,Called last year,We apologize for the inconvenience.,High Fees
521,2024-06-12 09:27:59.297950,"Mobile banking interface is user-friendly, much appreciated.",Survey,Positive,Fees & Charges,Asia,Retirees,30,Resolved,Service Issue,2,Usability,Provided feedback 2 months ago,Thank you for your feedback.,Loan Processing Delays
522,2023-12-24 09:27:59.297952,"ATM service is unreliable, often out of service.",Survey,Mixed,ATM Services,Australia,Students,31,Resolved,Service Issue,3,Customer Service,Frequent user,We apologize for the inconvenience.,High Fees
523,2023-10-27 09:27:59.297953,"The ATM was out of cash twice last week, very frustrating.",Mobile App,Negative,Online Banking,Europe,Retirees,43,Unresolved,Service Issue,4,Customer Service,Called last year,Your issue has been resolved.,High Fees
524,2024-01-22 09:27:59.297955,The mobile app is too slow and keeps crashing.,Mobile App,Positive,Investment Advice,North America,Retirees,16,Resolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,Slow Customer Service
525,2023-12-19 09:27:59.297957,"The credit card features are excellent, love the rewards program.",Social Media,Mixed,Fees & Charges,Asia,Students,4,Unresolved,Service Issue,4,Customer Service,Frequent user,Your issue has been resolved.,High Fees
526,2024-01-12 09:27:59.297958,"Mobile banking interface is user-friendly, much appreciated.",Mobile App,Negative,Savings Accounts,South America,Young Families,6,Resolved,Service Issue,3,Customer Service,Called last year,Your issue has been resolved.,Slow Customer Service
527,2024-02-28 09:27:59.297960,"The credit card features are excellent, love the rewards program.",Branch Visit,Negative,Mortgage Services,Asia,Young Professionals,3,Resolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,Slow Customer Service
528,2024-08-10 09:27:59.297961,The mobile app is too slow and keeps crashing.,Mobile App,Negative,Mobile Banking,Asia,Small Business,28,Unresolved,Service Issue,1,Technical Issue,Called last year,We apologize for the inconvenience.,Loan Processing Delays
529,2024-04-02 09:27:59.297963,"Mortgage rates are competitive, happy with the process.",Survey,Mixed,Investment Advice,Europe,Students,12,Resolved,Service Issue,4,Technical Issue,Frequent user,Your issue has been resolved.,Loan Processing Delays
530,2023-11-01 09:27:59.297964,It took too long to get a response from customer support.,Social Media,Negative,ATM Services,North America,Young Families,31,Unresolved,Service Issue,3,Technical Issue,First interaction,We apologize for the inconvenience.,Technical Issues
531,2023-10-05 09:27:59.297966,The mobile app is too slow and keeps crashing.,Phone Call,Positive,Credit Cards,Europe,Young Families,26,Resolved,Service Issue,5,Technical Issue,Frequent user,Your issue has been resolved.,ATM Failures
532,2024-07-17 09:27:59.297968,"Service charges are too high for young professionals, need better options.",Phone Call,Negative,Credit Cards,North America,Young Professionals,31,Unresolved,Service Issue,5,Customer Service,Called last year,Your issue has been resolved.,ATM Failures
533,2024-02-05 09:27:59.297969,"ATM service is unreliable, often out of service.",Mobile App,Positive,Investment Advice,Europe,Retirees,38,Resolved,Service Issue,1,Technical Issue,Called last year,We are working on resolving your issue.,Loan Processing Delays
534,2023-12-26 09:27:59.297971,"I’m not happy with the loan approval process, very slow.",Mobile App,Positive,Mortgage Services,Europe,Young Families,27,Resolved,Service Issue,5,Usability,Called last year,Thank you for your feedback.,High Fees
535,2024-02-17 09:27:59.297972,"Very satisfied with customer service, helped resolve my issue quickly.",Social Media,Mixed,Online Banking,Europe,Small Business,30,Resolved,Service Issue,2,Usability,First interaction,Thank you for your feedback.,Slow Customer Service
536,2024-05-12 09:27:59.297974,"I’m not happy with the loan approval process, very slow.",Social Media,Positive,Investment Advice,Europe,Young Professionals,1,Unresolved,Service Issue,5,Customer Service,Provided feedback 2 months ago,Your issue has been resolved.,ATM Failures
537,2024-02-16 09:27:59.297976,"Service charges are too high for young professionals, need better options.",Social Media,Mixed,Online Banking,Asia,Students,18,Unresolved,Service Issue,4,Customer Service,Called last year,We are working on resolving your issue.,Technical Issues
538,2024-08-28 09:27:59.297977,"The ATM was out of cash twice last week, very frustrating.",Social Media,Positive,Fees & Charges,Australia,Small Business,27,Resolved,Service Issue,2,Usability,Called last year,We apologize for the inconvenience.,Slow Customer Service
539,2023-12-23 09:27:59.297979,"App functionality needs improvement, crashes during transfers.",Social Media,Positive,Savings Accounts,Europe,Students,13,Resolved,Service Issue,3,Technical Issue,Frequent user,We are working on resolving your issue.,Slow Customer Service
540,2024-04-04 09:27:59.297980,"Quick and easy mortgage application, great experience.",Phone Call,Negative,Savings Accounts,Europe,Young Professionals,28,Resolved,Service Issue,3,Usability,First interaction,Thank you for your feedback.,Loan Processing Delays
541,2024-06-04 09:27:59.297982,"ATM service is unreliable, often out of service.",Branch Visit,Negative,Credit Cards,Australia,Retirees,15,Resolved,Service Issue,5,Customer Service,First interaction,Thank you for your feedback.,Slow Customer Service
542,2024-03-07 09:27:59.297983,The interest rates on savings accounts are too low.,Survey,Negative,Credit Cards,Asia,Small Business,23,Resolved,Service Issue,3,Usability,First interaction,Your issue has been resolved.,High Fees
543,2023-11-07 09:27:59.297985,"Customer support was unhelpful, they couldn't resolve my issue.",Survey,Mixed,Savings Accounts,Asia,Students,18,Resolved,Service Issue,1,Usability,Provided feedback 2 months ago,Your issue has been resolved.,ATM Failures
544,2023-10-11 09:27:59.297987,Why are there so many hidden fees? Totally dissatisfied.,Survey,Positive,Online Banking,North America,Young Professionals,5,Resolved,Service Issue,5,Customer Service,Frequent user,We are working on resolving your issue.,Slow Customer Service
545,2024-05-26 09:27:59.297988,The interest rates on savings accounts are too low.,Survey,Positive,Online Banking,Australia,Young Families,48,Resolved,Service Issue,5,Customer Service,First interaction,Your issue has been resolved.,Technical Issues
546,2024-04-14 09:27:59.297990,"The app logs me out constantly, very frustrating.",Phone Call,Positive,Online Banking,South America,Young Families,5,Resolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,We apologize for the inconvenience.,High Fees
547,2024-01-22 09:27:59.297991,"Service charges are too high for young professionals, need better options.",Mobile App,Negative,Fees & Charges,Asia,Young Families,5,Resolved,Service Issue,3,Technical Issue,Frequent user,We apologize for the inconvenience.,High Fees
548,2024-06-04 09:27:59.297993,"The bank charges too many fees, thinking of switching.",Email,Mixed,Investment Advice,Australia,Students,19,Resolved,Service Issue,3,Technical Issue,Frequent user,Thank you for your feedback.,High Fees
549,2024-03-02 09:27:59.297995,I had to call support twice to resolve the same issue.,Branch Visit,Negative,ATM Services,North America,Young Professionals,28,Unresolved,Service Issue,1,Customer Service,Called last year,Thank you for your feedback.,High Fees
550,2023-10-28 09:27:59.297996,"The bank charges too many fees, thinking of switching.",Mobile App,Negative,Savings Accounts,Europe,Retirees,24,Unresolved,Service Issue,4,Technical Issue,Provided feedback 2 months ago,We are working on resolving your issue.,High Fees
551,2024-06-27 09:27:59.297998,"Service charges are too high for young professionals, need better options.",Email,Negative,Investment Advice,South America,Young Families,20,Resolved,Service Issue,2,Technical Issue,Provided feedback 2 months ago,Thank you for your feedback.,Loan Processing Delays
552,2024-05-15 09:27:59.297999,"ATM service is unreliable, often out of service.",Social Media,Mixed,Mortgage Services,Asia,Retirees,23,Unresolved,Service Issue,3,Usability,Frequent user,We apologize for the inconvenience.,Loan Processing Delays
553,2024-06-14 09:27:59.298001,"Great service at the branch, very helpful staff!",Email,Mixed,Savings Accounts,Asia,Young Families,15,Unresolved,Service Issue,4,Customer Service,Called last year,Your issue has been resolved.,ATM Failures
554,2023-11-18 09:27:59.298003,I had to call support twice to resolve the same issue.,Survey,Mixed,Online Banking,Asia,Students,17,Unresolved,Service Issue,2,Technical Issue,Frequent user,Thank you for your feedback.,High Fees
555,2024-08-26 09:27:59.298004,"Mobile banking interface is user-friendly, much appreciated.",Survey,Positive,Online Banking,South America,Young Families,47,Unresolved,Service Issue,1,Customer Service,First interaction,Thank you for your feedback.,ATM Failures
556,2023-10-20 09:27:59.298006,"Service charges are too high for young professionals, need better options.",Branch Visit,Mixed,Online Banking,South America,Young Professionals,37,Unresolved,Service Issue,4,Usability,Provided feedback 2 months ago,We are working on resolving your issue.,Technical Issues
557,2024-04-18 09:27:59.298008,The mobile app is too slow and keeps crashing.,Branch Visit,Negative,Mortgage Services,North America,Young Professionals,28,Unresolved,Service Issue,4,Usability,Provided feedback 2 months ago,Your issue has been resolved.,High Fees
558,2024-05-29 09:27:59.298009,The interest rates on savings accounts are too low.,Mobile App,Mixed,Savings Accounts,South America,Retirees,39,Unresolved,Service Issue,2,Technical Issue,Provided feedback 2 months ago,We are working on resolving your issue.,Loan Processing Delays
559,2024-09-21 09:27:59.298011,"High fees on savings accounts, definitely not competitive.",Mobile App,Positive,Savings Accounts,South America,Young Professionals,14,Unresolved,Service Issue,2,Technical Issue,Frequent user,We are working on resolving your issue.,Technical Issues
560,2023-11-11 09:27:59.298012,"The app has many technical issues, crashes frequently.",Mobile App,Negative,Fees & Charges,Asia,Young Professionals,15,Resolved,Service Issue,5,Customer Service,Provided feedback 2 months ago,Your issue has been resolved.,Slow Customer Service
561,2024-07-19 09:27:59.298014,It took too long to get a response from customer support.,Phone Call,Positive,Investment Advice,North America,Retirees,13,Unresolved,Service Issue,5,Technical Issue,Frequent user,We apologize for the inconvenience.,ATM Failures
562,2024-05-19 09:27:59.298015,"The credit card features are excellent, love the rewards program.",Email,Negative,Credit Cards,South America,Young Professionals,36,Unresolved,Service Issue,4,Customer Service,Frequent user,Your issue has been resolved.,High Fees
563,2024-04-09 09:27:59.298017,"I waited 30 minutes to speak to someone, and they weren't helpful.",Survey,Positive,Mortgage Services,Asia,Small Business,15,Resolved,Service Issue,1,Usability,First interaction,Thank you for your feedback.,ATM Failures
564,2023-09-27 09:27:59.298019,"Great service at the branch, very helpful staff!",Mobile App,Negative,Savings Accounts,South America,Young Families,15,Resolved,Service Issue,2,Customer Service,Called last year,We are working on resolving your issue.,Loan Processing Delays
565,2023-10-26 09:27:59.298020,"Great service at the branch, very helpful staff!",Mobile App,Positive,Mortgage Services,Europe,Small Business,47,Unresolved,Service Issue,3,Technical Issue,Frequent user,Your issue has been resolved.,High Fees
566,2023-12-06 09:27:59.298022,"ATM service is unreliable, often out of service.",Email,Negative,Credit Cards,South America,Retirees,38,Unresolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,High Fees
567,2024-03-01 09:27:59.298024,"The app has many technical issues, crashes frequently.",Survey,Negative,Loan Services,North America,Students,30,Resolved,Service Issue,1,Technical Issue,Frequent user,We apologize for the inconvenience.,Loan Processing Delays
568,2024-01-09 09:27:59.298025,"Very satisfied with customer service, helped resolve my issue quickly.",Phone Call,Positive,Loan Services,Australia,Students,42,Unresolved,Service Issue,5,Usability,Called last year,We apologize for the inconvenience.,High Fees
569,2024-09-08 09:27:59.298027,The mobile app is too slow and keeps crashing.,Social Media,Negative,Savings Accounts,Asia,Young Professionals,4,Unresolved,Service Issue,4,Usability,First interaction,Your issue has been resolved.,Slow Customer Service
570,2024-03-22 09:27:59.298028,"Investment advice was very helpful, made some good decisions.",Survey,Negative,Mortgage Services,Asia,Young Families,31,Resolved,Service Issue,3,Customer Service,Provided feedback 2 months ago,Your issue has been resolved.,High Fees
571,2024-01-03 09:27:59.298030,"Customer support was unhelpful, they couldn't resolve my issue.",Survey,Negative,Loan Services,Asia,Small Business,12,Resolved,Service Issue,5,Customer Service,Frequent user,Thank you for your feedback.,High Fees
572,2023-12-15 09:27:59.298031,"I had a great experience getting my credit card, easy and fast process.",Mobile App,Positive,Fees & Charges,North America,Retirees,21,Resolved,Service Issue,2,Technical Issue,Called last year,Thank you for your feedback.,Technical Issues
573,2023-10-02 09:27:59.298033,"App functionality needs improvement, crashes during transfers.",Branch Visit,Negative,Online Banking,North America,Young Families,25,Resolved,Service Issue,4,Usability,First interaction,Your issue has been resolved.,ATM Failures
574,2024-02-05 09:27:59.298035,"The wait time for customer support is too long, not acceptable.",Mobile App,Mixed,Credit Cards,Europe,Young Professionals,3,Resolved,Service Issue,3,Customer Service,First interaction,We are working on resolving your issue.,High Fees
575,2024-08-06 09:27:59.298036,"I’m not happy with the loan approval process, very slow.",Social Media,Mixed,Mortgage Services,Australia,Young Professionals,38,Unresolved,Service Issue,2,Customer Service,Called last year,Thank you for your feedback.,ATM Failures
576,2024-03-04 09:27:59.298038,"Mobile banking interface is user-friendly, much appreciated.",Phone Call,Mixed,Fees & Charges,Asia,Young Families,24,Resolved,Service Issue,2,Customer Service,First interaction,Thank you for your feedback.,ATM Failures
577,2024-05-23 09:27:59.298040,"Very satisfied with customer service, helped resolve my issue quickly.",Mobile App,Negative,Investment Advice,Europe,Small Business,30,Unresolved,Service Issue,4,Technical Issue,First interaction,Your issue has been resolved.,ATM Failures
578,2024-01-06 09:27:59.298041,"ATM service is unreliable, often out of service.",Phone Call,Negative,Loan Services,Australia,Small Business,34,Resolved,Service Issue,2,Usability,Called last year,We apologize for the inconvenience.,Technical Issues
579,2023-12-12 09:27:59.298043,"The app logs me out constantly, very frustrating.",Survey,Negative,Credit Cards,Australia,Young Families,48,Resolved,Service Issue,1,Technical Issue,First interaction,Your issue has been resolved.,Slow Customer Service
580,2024-09-20 09:27:59.298044,The mobile app is too slow and keeps crashing.,Phone Call,Positive,Investment Advice,North America,Students,44,Resolved,Service Issue,3,Technical Issue,Called last year,Thank you for your feedback.,Slow Customer Service
581,2024-03-16 09:27:59.298046,"App functionality needs improvement, crashes during transfers.",Social Media,Positive,Mobile Banking,Australia,Retirees,29,Unresolved,Service Issue,2,Usability,Provided feedback 2 months ago,Your issue has been resolved.,Loan Processing Delays
582,2024-04-23 09:27:59.298048,I had to call support twice to resolve the same issue.,Phone Call,Positive,Online Banking,Asia,Small Business,29,Unresolved,Service Issue,1,Technical Issue,Called last year,We are working on resolving your issue.,Loan Processing Delays
583,2024-08-13 09:27:59.298049,"Mortgage rates are competitive, happy with the process.",Email,Positive,Mortgage Services,Australia,Young Families,20,Resolved,Service Issue,2,Customer Service,Called last year,We are working on resolving your issue.,Slow Customer Service
584,2023-10-24 09:27:59.298051,"The wait time for customer support is too long, not acceptable.",Social Media,Positive,Online Banking,South America,Young Families,39,Unresolved,Service Issue,3,Customer Service,Called last year,We apologize for the inconvenience.,Loan Processing Delays
585,2024-04-21 09:27:59.298052,"Investment advice was very helpful, made some good decisions.",Branch Visit,Mixed,Online Banking,Asia,Young Professionals,42,Unresolved,Service Issue,3,Technical Issue,Called last year,Your issue has been resolved.,Loan Processing Delays
586,2024-02-05 09:27:59.298054,I had to call support twice to resolve the same issue.,Branch Visit,Mixed,Mortgage Services,Asia,Small Business,35,Resolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,Thank you for your feedback.,Loan Processing Delays
587,2024-08-19 09:27:59.298055,"The bank charges too many fees, thinking of switching.",Mobile App,Negative,Credit Cards,Europe,Students,39,Resolved,Service Issue,2,Technical Issue,Called last year,Your issue has been resolved.,Technical Issues
588,2024-04-14 09:27:59.298057,"The bank charges too many fees, thinking of switching.",Branch Visit,Positive,Mortgage Services,Australia,Young Families,19,Unresolved,Service Issue,1,Customer Service,Called last year,We apologize for the inconvenience.,Slow Customer Service
589,2024-04-06 09:27:59.298059,"The credit card features are excellent, love the rewards program.",Survey,Negative,Fees & Charges,Australia,Young Families,19,Resolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,Slow Customer Service
590,2023-10-18 09:27:59.298060,"The ATM was out of cash twice last week, very frustrating.",Survey,Mixed,Mortgage Services,South America,Students,33,Unresolved,Service Issue,2,Usability,First interaction,We are working on resolving your issue.,ATM Failures
591,2024-08-21 09:27:59.298062,"Great service at the branch, very helpful staff!",Mobile App,Mixed,Mobile Banking,Europe,Students,26,Resolved,Service Issue,4,Usability,Called last year,We are working on resolving your issue.,High Fees
592,2024-01-21 09:27:59.298063,I had to call support twice to resolve the same issue.,Email,Negative,Online Banking,North America,Young Families,18,Resolved,Service Issue,3,Technical Issue,Called last year,We apologize for the inconvenience.,Technical Issues
593,2023-10-31 09:27:59.298065,"The ATM was out of cash twice last week, very frustrating.",Branch Visit,Mixed,Online Banking,Europe,Young Professionals,35,Unresolved,Service Issue,2,Technical Issue,Called last year,We are working on resolving your issue.,High Fees
594,2024-09-08 09:27:59.298068,"High fees on savings accounts, definitely not competitive.",Social Media,Negative,Mobile Banking,Australia,Retirees,25,Unresolved,Service Issue,4,Technical Issue,First interaction,We apologize for the inconvenience.,Loan Processing Delays
595,2024-07-08 09:27:59.298070,The interest rates on savings accounts are too low.,Survey,Positive,Online Banking,Australia,Students,13,Resolved,Service Issue,1,Customer Service,Frequent user,Your issue has been resolved.,ATM Failures
596,2024-03-14 09:27:59.298071,"App functionality needs improvement, crashes during transfers.",Social Media,Positive,Investment Advice,Europe,Retirees,10,Unresolved,Service Issue,4,Technical Issue,Provided feedback 2 months ago,Thank you for your feedback.,Loan Processing Delays
597,2024-02-04 09:27:59.298073,"The app logs me out constantly, very frustrating.",Mobile App,Mixed,Mortgage Services,South America,Students,22,Unresolved,Service Issue,1,Usability,First interaction,Thank you for your feedback.,Slow Customer Service
598,2024-03-29 09:27:59.298074,"The credit card features are excellent, love the rewards program.",Email,Positive,Mobile Banking,North America,Small Business,7,Resolved,Service Issue,3,Customer Service,Called last year,We apologize for the inconvenience.,Slow Customer Service
599,2023-12-11 09:27:59.298076,"ATM service is unreliable, often out of service.",Email,Negative,ATM Services,North America,Students,27,Unresolved,Service Issue,5,Customer Service,Frequent user,We are working on resolving your issue.,Technical Issues
600,2023-12-14 09:27:59.298077,"App functionality needs improvement, crashes during transfers.",Email,Mixed,Savings Accounts,Europe,Retirees,37,Unresolved,Service Issue,3,Customer Service,First interaction,Your issue has been resolved.,ATM Failures
601,2023-10-27 09:27:59.298079,"The credit card features are excellent, love the rewards program.",Branch Visit,Positive,Investment Advice,Asia,Retirees,33,Unresolved,Service Issue,5,Usability,Provided feedback 2 months ago,Thank you for your feedback.,High Fees
602,2024-03-02 09:27:59.298081,"High fees on savings accounts, definitely not competitive.",Email,Mixed,Mobile Banking,Australia,Students,38,Unresolved,Service Issue,3,Usability,Provided feedback 2 months ago,We apologize for the inconvenience.,Technical Issues
603,2024-01-23 09:27:59.298082,"The app logs me out constantly, very frustrating.",Phone Call,Negative,Investment Advice,North America,Young Families,18,Unresolved,Service Issue,4,Usability,Provided feedback 2 months ago,We are working on resolving your issue.,Slow Customer Service
604,2024-04-15 09:27:59.298084,It took too long to get a response from customer support.,Email,Negative,Mortgage Services,North America,Students,47,Resolved,Service Issue,3,Customer Service,Frequent user,We are working on resolving your issue.,Slow Customer Service
605,2024-04-23 09:27:59.298085,The interest rates on savings accounts are too low.,Social Media,Negative,Online Banking,North America,Retirees,41,Unresolved,Service Issue,5,Technical Issue,Provided feedback 2 months ago,Your issue has been resolved.,Technical Issues
606,2023-12-29 09:27:59.298087,"Mortgage rates are competitive, happy with the process.",Branch Visit,Positive,Fees & Charges,Europe,Young Professionals,30,Unresolved,Service Issue,4,Technical Issue,First interaction,We apologize for the inconvenience.,Technical Issues
607,2023-11-23 09:27:59.298088,"Customer support was unhelpful, they couldn't resolve my issue.",Phone Call,Positive,Investment Advice,North America,Retirees,25,Resolved,Service Issue,2,Customer Service,Frequent user,Your issue has been resolved.,Slow Customer Service
608,2023-09-25 09:27:59.298090,"The ATM was out of cash twice last week, very frustrating.",Mobile App,Mixed,Online Banking,North America,Students,3,Resolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,High Fees
609,2024-01-12 09:27:59.298092,"Service charges are too high for young professionals, need better options.",Mobile App,Positive,Loan Services,Asia,Young Families,18,Resolved,Service Issue,3,Customer Service,First interaction,Your issue has been resolved.,Slow Customer Service
610,2024-03-03 09:27:59.298093,Why are there so many hidden fees? Totally dissatisfied.,Phone Call,Negative,Mobile Banking,Europe,Small Business,27,Unresolved,Service Issue,1,Technical Issue,Provided feedback 2 months ago,We are working on resolving your issue.,ATM Failures
611,2023-11-08 09:27:59.298095,It took too long to get a response from customer support.,Survey,Mixed,ATM Services,Australia,Small Business,17,Resolved,Service Issue,2,Usability,Provided feedback 2 months ago,Thank you for your feedback.,High Fees
612,2024-01-20 09:27:59.298096,"Service charges are too high for young professionals, need better options.",Mobile App,Positive,Credit Cards,South America,Young Families,7,Resolved,Service Issue,1,Technical Issue,First interaction,Your issue has been resolved.,High Fees
613,2024-09-15 09:27:59.298098,"I’m not happy with the loan approval process, very slow.",Mobile App,Negative,Mobile Banking,North America,Young Professionals,43,Unresolved,Service Issue,5,Technical Issue,Provided feedback 2 months ago,We apologize for the inconvenience.,Loan Processing Delays
614,2023-11-30 09:27:59.298099,"Service charges are too high for young professionals, need better options.",Social Media,Negative,Loan Services,Asia,Retirees,18,Resolved,Service Issue,5,Customer Service,First interaction,Thank you for your feedback.,Technical Issues
615,2023-12-29 09:27:59.298101,"Mortgage rates are competitive, happy with the process.",Social Media,Negative,Online Banking,Australia,Young Professionals,31,Unresolved,Service Issue,3,Customer Service,Called last year,Your issue has been resolved.,Technical Issues
616,2024-02-24 09:27:59.298103,It took too long to get a response from customer support.,Mobile App,Mixed,ATM Services,Europe,Small Business,15,Resolved,Service Issue,3,Usability,Frequent user,We apologize for the inconvenience.,High Fees
